Source IP,Attack Type,Attack Severity,Data Exfiltrated,Response Action
197.97.224.92,DDoS,Low,FALSE,Blocked
90.199.220.107,Insider Threat,Low,FALSE,Blocked
81.204.3.14,Phishing,Critical,FALSE,Contained
201.70.105.17,Phishing,Critical,FALSE,Contained
207.14.100.207,Insider Threat,Low,FALSE,Blocked
50.183.236.137,Insider Threat,Critical,FALSE,Eradicated
216.149.45.61,Phishing,Medium,TRUE,Eradicated
23.67.95.250,DDoS,High,FALSE,Contained
65.226.58.237,DDoS,Low,FALSE,Eradicated
118.104.167.121,Phishing,Critical,FALSE,Contained
86.115.249.130,Ransomware,Critical,FALSE,Recovered
89.83.51.29,Phishing,Critical,FALSE,Eradicated
182.157.48.203,Ransomware,Critical,FALSE,Recovered
11.250.167.161,Insider Threat,Medium,FALSE,Recovered
215.11.124.194,Ransomware,High,FALSE,Recovered
92.169.192.123,Malware,Critical,FALSE,Eradicated
156.222.114.183,Malware,High,FALSE,Blocked
15.193.26.171,Ransomware,High,FALSE,Blocked
72.40.27.95,Ransomware,Critical,FALSE,Contained
85.133.119.116,DDoS,Medium,FALSE,Recovered
41.72.207.44,Insider Threat,Low,FALSE,Contained
152.112.193.198,Malware,High,FALSE,Contained
1.12.17.65,Malware,Critical,FALSE,Recovered
196.222.192.203,Malware,Low,FALSE,Recovered
58.35.113.136,Malware,Critical,FALSE,Contained
66.22.198.16,Malware,Low,FALSE,Recovered
36.146.109.248,Malware,Low,FALSE,Recovered
6.62.46.222,Phishing,Low,FALSE,Blocked
167.34.70.54,Insider Threat,High,TRUE,Eradicated
171.223.237.41,DDoS,Low,FALSE,Recovered
106.2.211.4,Insider Threat,Critical,FALSE,Recovered
132.143.183.83,Insider Threat,Critical,FALSE,Blocked
69.172.34.201,DDoS,Critical,TRUE,Recovered
2.36.25.7,Phishing,Medium,FALSE,Recovered
65.7.116.141,Phishing,High,FALSE,Contained
197.70.58.154,Malware,Medium,FALSE,Recovered
120.233.168.67,DDoS,Medium,FALSE,Recovered
184.177.14.155,Insider Threat,Low,FALSE,Blocked
95.180.119.49,Ransomware,Low,FALSE,Eradicated
201.174.0.24,Ransomware,Medium,FALSE,Eradicated
150.245.15.25,Malware,Critical,FALSE,Recovered
30.37.205.195,Malware,Low,TRUE,Contained
31.235.7.218,DDoS,Medium,FALSE,Blocked
54.105.1.152,DDoS,High,FALSE,Contained
143.131.154.71,Malware,Critical,FALSE,Contained
149.233.160.28,DDoS,Critical,FALSE,Contained
140.25.10.117,DDoS,Critical,FALSE,Eradicated
199.200.172.109,DDoS,Medium,FALSE,Contained
92.231.232.82,Malware,Critical,FALSE,Eradicated
102.68.255.161,Insider Threat,Low,FALSE,Eradicated
26.136.172.177,Ransomware,Critical,FALSE,Contained
162.52.226.223,Malware,Medium,FALSE,Contained
178.101.228.211,Malware,Medium,FALSE,Recovered
108.60.253.158,Malware,High,FALSE,Eradicated
174.192.181.203,Malware,Medium,FALSE,Recovered
129.186.193.223,DDoS,Critical,FALSE,Recovered
32.41.138.225,Insider Threat,Low,FALSE,Recovered
93.180.127.41,Ransomware,Medium,FALSE,Recovered
169.27.240.190,Ransomware,Critical,FALSE,Recovered
221.30.235.151,Insider Threat,High,FALSE,Contained
162.52.250.133,Phishing,High,FALSE,Blocked
167.191.189.100,Phishing,Medium,FALSE,Contained
139.114.72.185,Malware,Medium,FALSE,Eradicated
104.115.158.121,Ransomware,Critical,TRUE,Recovered
178.104.65.100,Malware,Medium,FALSE,Recovered
153.51.85.65,Ransomware,High,FALSE,Eradicated
4.134.147.64,DDoS,Medium,FALSE,Eradicated
42.224.238.145,DDoS,Medium,FALSE,Eradicated
133.184.97.199,Ransomware,High,FALSE,Recovered
169.208.22.73,Phishing,High,TRUE,Eradicated
145.159.155.151,Malware,High,FALSE,Eradicated
56.81.145.195,Phishing,High,FALSE,Blocked
69.24.176.222,Insider Threat,Low,FALSE,Blocked
18.60.44.217,DDoS,Critical,FALSE,Recovered
45.122.131.254,Malware,Low,FALSE,Contained
21.163.173.219,Ransomware,Critical,FALSE,Recovered
140.37.149.83,Insider Threat,Medium,FALSE,Eradicated
199.220.147.122,Insider Threat,Low,FALSE,Contained
83.148.154.105,DDoS,Critical,FALSE,Blocked
8.95.198.185,Insider Threat,Critical,FALSE,Recovered
66.110.75.128,DDoS,High,FALSE,Blocked
61.215.253.113,Malware,High,FALSE,Blocked
36.183.181.138,Malware,High,FALSE,Eradicated
11.224.154.226,DDoS,High,TRUE,Blocked
68.44.163.73,Phishing,High,FALSE,Contained
166.196.78.114,Insider Threat,High,FALSE,Recovered
32.188.105.228,Phishing,Low,TRUE,Blocked
22.80.25.126,Ransomware,Critical,FALSE,Recovered
60.102.4.90,Ransomware,High,FALSE,Recovered
27.231.128.93,Phishing,Low,FALSE,Contained
121.175.132.48,DDoS,High,FALSE,Blocked
16.159.131.52,Phishing,High,FALSE,Eradicated
143.213.10.249,Malware,High,FALSE,Eradicated
48.136.201.243,Ransomware,Critical,TRUE,Contained
157.181.46.179,Ransomware,Critical,FALSE,Recovered
10.156.33.117,Malware,Medium,TRUE,Contained
152.113.142.240,Phishing,Low,FALSE,Eradicated
205.244.179.162,Insider Threat,Medium,TRUE,Blocked
51.110.2.122,DDoS,Low,FALSE,Eradicated
113.80.213.49,DDoS,Critical,FALSE,Recovered
187.102.139.211,Malware,Critical,FALSE,Recovered
66.122.21.75,Ransomware,Critical,FALSE,Recovered
173.20.48.118,Insider Threat,Low,FALSE,Blocked
13.11.188.231,Ransomware,Medium,TRUE,Blocked
116.203.174.229,Malware,Low,FALSE,Blocked
9.60.6.96,Insider Threat,High,FALSE,Blocked
72.169.241.69,Phishing,Medium,FALSE,Eradicated
218.65.2.140,DDoS,High,FALSE,Eradicated
59.228.219.28,Ransomware,Critical,FALSE,Blocked
209.194.132.166,Insider Threat,High,FALSE,Eradicated
203.219.6.191,DDoS,Medium,FALSE,Contained
34.104.82.101,Ransomware,Medium,FALSE,Contained
162.94.21.20,Ransomware,Low,FALSE,Eradicated
190.102.253.89,Insider Threat,High,FALSE,Contained
218.209.98.84,Malware,High,TRUE,Blocked
25.73.163.130,Malware,High,FALSE,Contained
91.163.137.140,Insider Threat,Low,FALSE,Contained
158.7.231.235,DDoS,High,TRUE,Contained
124.23.134.7,Insider Threat,High,FALSE,Contained
5.112.17.124,Malware,High,TRUE,Recovered
96.61.188.176,Insider Threat,Medium,FALSE,Contained
59.90.26.217,DDoS,Critical,FALSE,Blocked
212.132.30.239,Insider Threat,Critical,FALSE,Recovered
146.190.140.227,Insider Threat,Critical,FALSE,Eradicated
13.213.104.126,Ransomware,Low,FALSE,Blocked
80.67.129.161,Malware,Low,TRUE,Contained
191.166.82.182,DDoS,Critical,FALSE,Contained
23.73.167.248,Insider Threat,High,FALSE,Blocked
105.137.198.143,Ransomware,Medium,FALSE,Eradicated
187.156.207.177,Malware,Medium,TRUE,Eradicated
123.86.20.98,Insider Threat,Low,FALSE,Recovered
50.2.127.203,DDoS,Critical,FALSE,Recovered
171.18.190.45,Phishing,Low,FALSE,Contained
107.51.29.96,Malware,Medium,FALSE,Recovered
52.78.176.62,Malware,Medium,FALSE,Recovered
9.39.231.178,Malware,Low,FALSE,Recovered
57.244.158.146,Ransomware,High,FALSE,Eradicated
23.167.58.166,Insider Threat,Medium,FALSE,Blocked
67.54.56.112,DDoS,Low,FALSE,Eradicated
128.68.225.195,Ransomware,Critical,FALSE,Contained
91.23.190.119,DDoS,Low,FALSE,Contained
137.72.165.52,Phishing,Low,FALSE,Recovered
156.102.94.162,Insider Threat,High,FALSE,Blocked
166.84.190.113,Malware,Critical,FALSE,Eradicated
159.74.29.39,Phishing,Medium,FALSE,Contained
178.92.136.157,DDoS,Low,FALSE,Eradicated
119.141.185.119,Phishing,Medium,FALSE,Contained
128.173.2.56,Insider Threat,Low,FALSE,Recovered
105.208.219.33,Malware,Medium,TRUE,Recovered
113.110.143.175,Phishing,High,FALSE,Blocked
187.134.157.111,Ransomware,Medium,FALSE,Eradicated
140.118.76.56,Malware,Critical,TRUE,Contained
164.82.37.104,Malware,Medium,FALSE,Contained
147.72.241.124,Phishing,Low,FALSE,Recovered
175.243.223.1,Ransomware,Critical,TRUE,Blocked
83.70.21.212,Ransomware,Critical,FALSE,Contained
111.234.16.72,Phishing,Critical,FALSE,Eradicated
38.37.186.53,Insider Threat,Low,TRUE,Recovered
60.96.101.251,Ransomware,Critical,FALSE,Blocked
140.197.4.188,Ransomware,Low,FALSE,Eradicated
108.31.54.176,Phishing,Low,FALSE,Blocked
116.84.30.252,Insider Threat,Medium,FALSE,Eradicated
185.78.1.16,Malware,Critical,FALSE,Contained
130.155.91.121,Insider Threat,High,FALSE,Recovered
192.174.241.47,Phishing,High,FALSE,Contained
84.124.161.176,Malware,Medium,FALSE,Recovered
89.182.102.214,DDoS,Critical,FALSE,Blocked
80.11.46.109,Insider Threat,Medium,FALSE,Eradicated
28.9.61.209,Insider Threat,Low,FALSE,Contained
126.87.153.164,Phishing,High,FALSE,Contained
109.208.41.210,Phishing,Critical,FALSE,Contained
181.207.34.3,Malware,Low,FALSE,Contained
129.114.210.198,Malware,Critical,TRUE,Eradicated
122.121.186.10,Ransomware,Critical,FALSE,Eradicated
188.136.188.32,Phishing,Critical,TRUE,Eradicated
177.183.158.215,Malware,High,FALSE,Eradicated
107.96.178.181,Phishing,Low,FALSE,Recovered
195.44.122.140,Ransomware,High,FALSE,Blocked
124.188.32.144,Malware,Critical,FALSE,Blocked
81.159.124.63,Phishing,Critical,FALSE,Eradicated
66.73.58.187,Malware,Critical,FALSE,Contained
44.184.88.84,Malware,High,TRUE,Contained
211.21.7.4,Insider Threat,Critical,FALSE,Blocked
89.140.111.175,DDoS,High,FALSE,Recovered
169.51.9.22,Insider Threat,High,FALSE,Blocked
16.143.66.45,Insider Threat,Critical,FALSE,Eradicated
75.155.114.74,DDoS,Low,FALSE,Blocked
13.223.11.192,Malware,Medium,FALSE,Blocked
171.4.204.99,Malware,Critical,FALSE,Blocked
17.6.15.8,Malware,Medium,FALSE,Eradicated
186.204.37.25,DDoS,Critical,FALSE,Blocked
153.242.13.134,Insider Threat,High,FALSE,Blocked
59.115.22.21,Insider Threat,Medium,FALSE,Recovered
107.83.154.224,Phishing,Low,FALSE,Eradicated
9.22.0.73,Insider Threat,Critical,FALSE,Eradicated
132.248.147.78,Insider Threat,High,FALSE,Recovered
116.99.242.222,Malware,Medium,FALSE,Contained
27.137.19.111,Malware,Low,FALSE,Eradicated
70.161.225.22,Ransomware,High,FALSE,Eradicated
70.153.151.126,Malware,Medium,FALSE,Blocked
158.41.133.168,Phishing,Low,FALSE,Blocked
63.14.123.159,Phishing,Medium,FALSE,Eradicated
89.24.57.216,Ransomware,Low,FALSE,Blocked
124.108.90.246,Malware,Low,FALSE,Eradicated
222.220.232.46,DDoS,Medium,FALSE,Recovered
187.197.11.149,Phishing,Critical,FALSE,Blocked
120.200.124.192,Malware,Medium,FALSE,Blocked
123.223.216.195,Ransomware,Low,FALSE,Recovered
170.211.22.68,Malware,High,TRUE,Recovered
221.84.123.66,DDoS,High,FALSE,Recovered
56.3.110.33,Ransomware,High,FALSE,Blocked
14.252.132.103,Insider Threat,High,FALSE,Eradicated
207.135.133.169,Malware,Medium,FALSE,Blocked
223.131.106.75,DDoS,High,FALSE,Blocked
209.167.84.90,Insider Threat,Medium,FALSE,Recovered
37.89.31.2,DDoS,High,FALSE,Recovered
109.186.100.139,Ransomware,Medium,FALSE,Recovered
171.162.161.120,DDoS,Critical,FALSE,Contained
92.118.11.255,Malware,Low,FALSE,Blocked
59.156.35.6,Insider Threat,Low,FALSE,Blocked
27.157.3.156,Insider Threat,High,FALSE,Contained
206.224.73.191,Phishing,Critical,FALSE,Recovered
36.119.145.175,DDoS,Medium,FALSE,Contained
158.110.205.32,DDoS,Low,FALSE,Eradicated
102.55.10.93,Ransomware,High,TRUE,Recovered
169.30.105.224,Ransomware,Critical,FALSE,Eradicated
59.223.31.191,Malware,High,TRUE,Blocked
198.182.96.61,Insider Threat,High,FALSE,Recovered
219.142.18.31,DDoS,High,FALSE,Recovered
63.94.194.210,Malware,High,FALSE,Eradicated
162.219.3.120,Phishing,High,FALSE,Eradicated
164.254.104.104,Phishing,High,FALSE,Blocked
102.249.253.124,Insider Threat,High,FALSE,Blocked
79.35.51.191,Malware,High,FALSE,Contained
216.143.101.252,DDoS,High,FALSE,Blocked
180.73.36.197,Insider Threat,Critical,FALSE,Eradicated
180.96.153.241,Phishing,Low,FALSE,Eradicated
222.37.31.192,Insider Threat,Critical,FALSE,Recovered
175.133.216.228,Malware,Low,FALSE,Contained
149.147.185.10,Ransomware,Low,FALSE,Blocked
79.101.48.151,DDoS,High,FALSE,Eradicated
176.230.98.160,Insider Threat,Medium,FALSE,Contained
86.225.248.241,Phishing,Medium,FALSE,Blocked
76.77.254.82,Phishing,High,FALSE,Contained
123.247.199.96,Ransomware,Medium,FALSE,Blocked
40.35.219.35,Ransomware,Low,FALSE,Eradicated
20.158.159.114,DDoS,Critical,FALSE,Contained
185.156.22.199,DDoS,Critical,FALSE,Contained
87.219.14.123,Ransomware,High,FALSE,Eradicated
185.164.83.209,Ransomware,Medium,FALSE,Blocked
121.92.45.149,Ransomware,High,FALSE,Contained
213.80.53.216,Malware,Critical,FALSE,Blocked
185.216.235.178,DDoS,Medium,FALSE,Recovered
128.19.102.68,DDoS,Critical,FALSE,Blocked
12.157.155.205,Phishing,Low,FALSE,Recovered
161.81.202.28,Insider Threat,High,FALSE,Blocked
17.160.120.111,Ransomware,Low,FALSE,Eradicated
131.240.202.186,Ransomware,Low,FALSE,Eradicated
71.23.188.42,Malware,Critical,FALSE,Contained
105.202.21.161,DDoS,Medium,FALSE,Blocked
219.175.249.154,Ransomware,Low,FALSE,Contained
161.18.232.209,DDoS,Medium,FALSE,Recovered
24.78.94.1,Ransomware,Medium,FALSE,Recovered
167.175.24.167,Ransomware,Medium,FALSE,Eradicated
183.204.24.129,DDoS,Critical,FALSE,Eradicated
134.17.156.230,Phishing,Medium,FALSE,Eradicated
4.73.222.115,DDoS,High,FALSE,Eradicated
170.138.184.232,Malware,Medium,TRUE,Contained
77.218.223.203,Insider Threat,Low,FALSE,Recovered
200.113.206.112,Ransomware,Medium,FALSE,Blocked
33.164.10.186,Phishing,High,FALSE,Blocked
159.227.82.177,Insider Threat,High,FALSE,Recovered
110.20.149.204,DDoS,Low,FALSE,Eradicated
138.209.164.108,DDoS,Critical,FALSE,Blocked
218.161.77.174,Ransomware,Low,FALSE,Eradicated
177.143.128.16,Phishing,High,FALSE,Blocked
70.241.166.58,DDoS,Critical,FALSE,Blocked
162.51.151.50,Phishing,Critical,FALSE,Blocked
146.231.240.108,Insider Threat,High,FALSE,Recovered
14.217.160.11,Insider Threat,High,FALSE,Blocked
193.118.181.87,Ransomware,Critical,FALSE,Eradicated
178.107.230.150,Malware,High,FALSE,Recovered
199.249.149.62,Malware,High,FALSE,Blocked
209.168.253.1,Ransomware,Low,FALSE,Eradicated
52.199.50.31,Malware,Low,FALSE,Recovered
84.125.22.66,Malware,Medium,FALSE,Blocked
31.112.225.118,DDoS,Critical,FALSE,Contained
156.138.142.103,Insider Threat,Low,FALSE,Eradicated
137.133.172.179,Insider Threat,Medium,FALSE,Recovered
36.170.243.32,Ransomware,Medium,FALSE,Blocked
131.218.206.202,Malware,Medium,FALSE,Eradicated
63.249.169.198,Malware,Low,FALSE,Recovered
182.124.157.194,Ransomware,Critical,FALSE,Blocked
107.160.162.217,Insider Threat,High,FALSE,Recovered
137.63.180.174,Insider Threat,High,FALSE,Recovered
186.87.48.55,Insider Threat,Low,TRUE,Recovered
30.1.185.66,Insider Threat,Critical,FALSE,Blocked
122.247.219.107,Phishing,Critical,FALSE,Blocked
114.117.100.251,Phishing,High,FALSE,Recovered
190.134.46.178,Malware,Medium,FALSE,Recovered
147.48.101.115,Phishing,Critical,FALSE,Blocked
173.142.94.75,Phishing,Low,FALSE,Recovered
178.190.3.46,Ransomware,High,FALSE,Blocked
208.131.150.36,Malware,Critical,FALSE,Eradicated
2.215.194.197,Insider Threat,Medium,FALSE,Contained
139.219.198.107,Phishing,High,FALSE,Blocked
26.151.143.108,Phishing,High,FALSE,Contained
64.220.225.254,Malware,Critical,FALSE,Eradicated
37.73.10.197,Phishing,High,FALSE,Blocked
49.82.90.139,Malware,Critical,FALSE,Eradicated
184.116.39.239,DDoS,High,FALSE,Recovered
155.146.63.37,Insider Threat,Critical,FALSE,Recovered
190.59.78.198,Ransomware,High,FALSE,Contained
96.122.182.116,Phishing,Medium,FALSE,Eradicated
204.75.246.6,Malware,High,FALSE,Eradicated
36.41.205.61,DDoS,High,FALSE,Recovered
125.79.0.188,Phishing,Critical,FALSE,Recovered
195.254.223.201,Insider Threat,High,FALSE,Blocked
7.17.50.86,DDoS,Critical,FALSE,Blocked
13.101.81.190,DDoS,High,FALSE,Blocked
132.21.200.169,DDoS,Critical,FALSE,Recovered
142.216.217.85,Malware,High,FALSE,Contained
135.226.251.24,Malware,High,FALSE,Recovered
217.221.27.128,Insider Threat,High,FALSE,Blocked
210.151.204.248,DDoS,Low,FALSE,Contained
165.65.52.230,Malware,Medium,FALSE,Recovered
97.163.118.102,Insider Threat,Low,FALSE,Blocked
105.225.109.114,Malware,Medium,FALSE,Contained
29.169.225.102,Ransomware,Medium,FALSE,Eradicated
161.197.158.167,Insider Threat,High,FALSE,Eradicated
76.26.66.108,DDoS,High,FALSE,Contained
94.188.103.211,DDoS,Critical,FALSE,Eradicated
119.36.132.2,Phishing,Medium,FALSE,Eradicated
74.201.105.151,Malware,Critical,TRUE,Contained
66.246.59.249,Malware,Critical,FALSE,Recovered
192.138.75.96,Insider Threat,Low,FALSE,Contained
20.137.50.191,Insider Threat,Low,FALSE,Eradicated
35.89.70.223,Malware,Medium,FALSE,Blocked
148.251.69.143,DDoS,Low,FALSE,Eradicated
99.3.15.19,DDoS,Medium,TRUE,Blocked
120.36.103.170,Insider Threat,Critical,FALSE,Eradicated
115.214.179.4,Malware,High,TRUE,Eradicated
149.112.224.89,Phishing,Medium,FALSE,Contained
212.48.71.58,Malware,High,FALSE,Blocked
26.93.197.61,DDoS,High,FALSE,Contained
117.189.131.210,Phishing,Critical,FALSE,Eradicated
167.8.216.24,DDoS,Medium,FALSE,Eradicated
1.13.78.149,DDoS,Low,FALSE,Recovered
189.16.22.243,DDoS,Critical,FALSE,Blocked
65.166.152.2,Insider Threat,Low,TRUE,Recovered
124.223.11.3,Phishing,Medium,FALSE,Eradicated
60.226.126.122,Ransomware,Critical,FALSE,Recovered
30.243.82.53,Ransomware,Critical,FALSE,Recovered
150.100.14.69,Phishing,Low,FALSE,Recovered
167.187.81.21,Phishing,Low,FALSE,Eradicated
148.138.232.49,Malware,Medium,FALSE,Contained
135.140.141.228,Insider Threat,Low,FALSE,Contained
20.6.3.13,Malware,Critical,FALSE,Eradicated
89.54.215.254,Ransomware,Medium,FALSE,Contained
201.79.209.202,Insider Threat,High,FALSE,Blocked
218.250.121.116,Phishing,Critical,FALSE,Recovered
195.201.219.201,DDoS,Medium,TRUE,Recovered
220.102.105.151,Ransomware,Critical,FALSE,Blocked
34.128.41.7,Phishing,Critical,FALSE,Recovered
197.43.161.24,Insider Threat,High,FALSE,Contained
54.122.210.237,Insider Threat,Low,FALSE,Eradicated
56.129.224.142,Ransomware,Critical,FALSE,Recovered
78.101.117.152,Ransomware,Critical,FALSE,Eradicated
154.112.79.107,DDoS,Critical,FALSE,Eradicated
137.27.199.30,Malware,Medium,FALSE,Contained
97.117.105.75,Insider Threat,High,FALSE,Contained
168.120.63.158,DDoS,Medium,FALSE,Blocked
181.215.182.14,Insider Threat,Low,FALSE,Contained
49.139.24.4,Malware,Critical,FALSE,Contained
117.239.34.173,Phishing,Critical,FALSE,Recovered
113.139.102.26,Phishing,Low,FALSE,Eradicated
210.25.74.98,Insider Threat,High,FALSE,Blocked
195.55.240.98,Phishing,Medium,FALSE,Eradicated
90.86.137.69,Insider Threat,High,FALSE,Contained
141.198.11.240,Phishing,Critical,FALSE,Contained
190.127.93.187,Phishing,Medium,TRUE,Contained
210.121.144.156,Phishing,Critical,FALSE,Blocked
211.90.71.231,Insider Threat,Low,TRUE,Recovered
115.137.64.209,Ransomware,Low,FALSE,Recovered
219.88.135.13,Malware,High,FALSE,Eradicated
65.255.196.19,DDoS,Low,FALSE,Blocked
5.245.233.158,DDoS,Low,FALSE,Blocked
112.183.39.165,DDoS,High,FALSE,Eradicated
59.164.178.47,DDoS,High,FALSE,Eradicated
123.56.6.39,Phishing,Critical,FALSE,Blocked
153.69.189.2,DDoS,High,FALSE,Contained
3.124.25.182,DDoS,High,FALSE,Eradicated
43.191.89.186,Ransomware,Medium,FALSE,Recovered
79.68.154.94,Malware,Critical,FALSE,Eradicated
65.119.134.19,Ransomware,Medium,FALSE,Recovered
172.118.174.213,DDoS,High,FALSE,Eradicated
40.53.199.209,Insider Threat,Critical,FALSE,Blocked
83.58.65.93,Phishing,High,FALSE,Eradicated
60.190.183.18,Phishing,Critical,FALSE,Contained
63.187.199.245,Phishing,Low,FALSE,Eradicated
48.158.246.243,Insider Threat,Low,FALSE,Eradicated
192.71.112.98,DDoS,Critical,FALSE,Recovered
131.146.124.224,Phishing,Low,TRUE,Eradicated
79.104.179.165,Malware,Low,TRUE,Blocked
46.30.217.237,Insider Threat,Low,FALSE,Contained
123.72.73.210,Malware,Low,FALSE,Blocked
122.51.166.162,Ransomware,Critical,FALSE,Recovered
49.128.231.104,DDoS,High,FALSE,Contained
99.123.120.220,Phishing,Medium,FALSE,Eradicated
25.124.101.87,DDoS,Low,FALSE,Eradicated
136.24.4.250,Insider Threat,Low,FALSE,Contained
217.195.152.144,Malware,Medium,FALSE,Recovered
156.108.212.145,DDoS,High,TRUE,Recovered
196.186.215.133,Ransomware,Medium,FALSE,Eradicated
169.163.138.180,Phishing,Medium,FALSE,Blocked
4.82.162.23,Phishing,Critical,TRUE,Blocked
27.238.141.164,Ransomware,Critical,FALSE,Recovered
26.87.7.115,DDoS,Critical,FALSE,Contained
188.184.68.138,Malware,Medium,FALSE,Contained
46.244.206.137,Insider Threat,Medium,FALSE,Contained
103.39.200.57,DDoS,Low,FALSE,Blocked
14.116.31.253,Malware,Low,FALSE,Recovered
128.2.153.37,Insider Threat,Low,FALSE,Recovered
85.6.172.173,Phishing,Low,FALSE,Contained
143.155.122.220,Ransomware,Low,FALSE,Contained
202.215.81.80,DDoS,Low,FALSE,Contained
16.135.231.18,Malware,Low,FALSE,Recovered
121.64.43.131,Insider Threat,Low,FALSE,Blocked
3.249.150.240,Malware,Critical,FALSE,Eradicated
124.146.121.176,Ransomware,Low,FALSE,Blocked
7.18.136.206,Insider Threat,Critical,FALSE,Blocked
177.173.210.196,Malware,High,FALSE,Blocked
35.23.197.120,Insider Threat,High,FALSE,Contained
222.247.39.14,Ransomware,Medium,FALSE,Recovered
110.134.245.156,Phishing,Medium,FALSE,Blocked
131.58.69.237,Malware,Critical,FALSE,Blocked
142.227.102.204,DDoS,Medium,FALSE,Eradicated
151.132.167.197,DDoS,High,FALSE,Contained
129.121.36.60,Ransomware,High,FALSE,Eradicated
137.136.64.104,DDoS,High,FALSE,Recovered
222.145.182.113,Insider Threat,High,FALSE,Blocked
4.17.254.253,Phishing,High,FALSE,Blocked
130.192.152.213,Ransomware,Medium,TRUE,Contained
24.164.164.154,Phishing,Low,FALSE,Eradicated
120.86.84.61,DDoS,Medium,FALSE,Contained
213.183.177.13,Ransomware,Critical,FALSE,Contained
180.54.172.16,Insider Threat,Low,FALSE,Recovered
119.254.167.202,DDoS,Medium,FALSE,Contained
143.17.68.50,Ransomware,Critical,FALSE,Contained
163.32.97.35,DDoS,Medium,FALSE,Contained
214.247.225.178,Insider Threat,High,TRUE,Recovered
28.111.45.39,Phishing,Low,FALSE,Recovered
22.26.32.179,Insider Threat,High,FALSE,Blocked
102.214.150.172,Malware,Low,FALSE,Recovered
20.187.98.31,Insider Threat,Medium,FALSE,Blocked
202.8.132.72,Malware,High,FALSE,Recovered
76.204.85.184,Phishing,Medium,FALSE,Blocked
75.96.160.64,Insider Threat,Low,FALSE,Recovered
87.49.208.89,Ransomware,Low,FALSE,Recovered
214.232.217.184,Phishing,High,FALSE,Contained
138.17.185.25,DDoS,Critical,FALSE,Eradicated
11.127.199.14,DDoS,High,FALSE,Eradicated
1.185.60.211,Phishing,Medium,TRUE,Eradicated
215.195.169.99,Ransomware,Low,FALSE,Recovered
87.70.1.194,Phishing,Critical,FALSE,Blocked
87.74.9.224,Malware,High,FALSE,Eradicated
146.5.160.240,Insider Threat,Critical,FALSE,Contained
54.95.64.122,Phishing,Medium,FALSE,Eradicated
195.71.101.86,Ransomware,Critical,FALSE,Contained
175.106.164.37,Malware,Critical,FALSE,Contained
41.52.208.135,Phishing,High,FALSE,Recovered
134.81.207.1,Insider Threat,Low,FALSE,Blocked
119.84.233.187,Insider Threat,Low,FALSE,Blocked
118.105.48.40,Insider Threat,Medium,FALSE,Contained
216.72.6.19,DDoS,Low,TRUE,Eradicated
49.112.251.126,DDoS,Critical,FALSE,Recovered
86.94.7.13,Malware,Low,FALSE,Contained
5.30.9.108,Insider Threat,Critical,FALSE,Blocked
210.23.94.64,Malware,Medium,FALSE,Eradicated
57.126.12.97,Malware,Critical,FALSE,Contained
29.146.77.41,DDoS,Low,FALSE,Recovered
194.7.242.158,Phishing,Medium,FALSE,Recovered
121.212.13.190,Phishing,Critical,FALSE,Blocked
43.247.79.118,Phishing,Medium,FALSE,Recovered
104.112.192.150,Ransomware,Medium,FALSE,Recovered
35.144.58.89,Malware,Low,FALSE,Recovered
107.92.34.133,Insider Threat,High,FALSE,Eradicated
69.47.25.65,DDoS,Critical,FALSE,Contained
52.65.65.229,Ransomware,Medium,FALSE,Eradicated
179.136.22.182,DDoS,Medium,FALSE,Blocked
76.106.208.125,Insider Threat,Low,FALSE,Recovered
130.150.206.148,Insider Threat,Medium,FALSE,Blocked
45.145.158.68,Phishing,Low,FALSE,Eradicated
52.33.20.197,Phishing,Critical,FALSE,Eradicated
95.221.40.192,DDoS,Low,FALSE,Recovered
77.164.165.79,Insider Threat,High,FALSE,Blocked
29.197.27.238,DDoS,High,FALSE,Eradicated
129.161.137.60,Ransomware,Critical,FALSE,Blocked
209.114.75.122,Ransomware,Low,FALSE,Eradicated
117.195.51.7,Ransomware,Critical,FALSE,Blocked
220.168.102.107,Insider Threat,Medium,TRUE,Blocked
27.67.45.46,Phishing,Low,FALSE,Contained
42.238.17.3,Ransomware,Medium,FALSE,Contained
160.140.180.148,Malware,High,FALSE,Recovered
130.66.104.99,Phishing,High,FALSE,Contained
216.126.51.116,Insider Threat,Critical,FALSE,Blocked
86.164.251.113,DDoS,Low,FALSE,Recovered
37.111.240.222,DDoS,Critical,FALSE,Blocked
155.84.148.21,Malware,Critical,FALSE,Eradicated
175.226.179.94,Malware,Critical,FALSE,Contained
182.157.86.2,DDoS,High,FALSE,Blocked
139.135.136.46,Ransomware,Medium,FALSE,Blocked
65.33.156.40,Malware,Medium,FALSE,Eradicated
28.51.43.45,Insider Threat,High,FALSE,Recovered
32.105.87.214,Malware,Medium,FALSE,Contained
14.144.91.150,DDoS,High,TRUE,Contained
191.24.250.127,Phishing,Low,FALSE,Eradicated
108.116.57.7,Ransomware,High,FALSE,Contained
144.88.43.166,Ransomware,Low,FALSE,Recovered
87.97.245.102,Malware,Medium,FALSE,Contained
103.99.36.85,Malware,Low,FALSE,Contained
89.33.134.177,Ransomware,Low,FALSE,Contained
122.78.146.71,Phishing,Medium,FALSE,Recovered
94.224.109.97,Ransomware,Low,FALSE,Blocked
